Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
8000, 80, 286.250000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 90, 357.520000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 100, 384.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 1, 8.280000, 0.100000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
9000, 10, 8.910000, 1.000000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 
9000, 20, 53.100000, 0.001000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 
9000, 30, 97.820000, 0.010000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 40, 152.130000, 1.000000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 50, 186.320000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 60, 249.480000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 70, 286.250000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 80, 357.520000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 90, 384.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 100, 470.240000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 1, 8.910000, 1.000000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 
10000, 10, 53.100000, 0.001000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 
10000, 20, 97.820000, 0.010000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 30, 152.130000, 1.000000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 40, 186.320000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 50, 249.480000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 60, 286.250000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 70, 357.520000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 80, 384.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 90, 470.240000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 100, 477.070000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
