Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
9000, 20, 6.260000, 1000.000000, 0.600000, 0.570000, 0.600000, 0.440000, 0.600000, 0.440000, 0.000000, 0.000000, 
9000, 30, 11.350000, 0.001000, 0.600000, 0.440000, 0.600000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 40, 16.390000, 1.000000, 0.600000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 50, 21.500000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 60, 26.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 70, 32.210000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 80, 37.550000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 90, 42.680000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 100, 48.170000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 1, 1.680000, 100.000000, 0.600000, 0.440000, 0.600000, 0.570000, 0.600000, 0.440000, 0.600000, 0.440000, 
10000, 10, 6.260000, 1000.000000, 0.600000, 0.570000, 0.600000, 0.440000, 0.600000, 0.440000, 0.000000, 0.000000, 
10000, 20, 11.350000, 0.001000, 0.600000, 0.440000, 0.600000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 30, 16.390000, 1.000000, 0.600000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 40, 21.500000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 50, 26.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 60, 32.210000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 70, 37.550000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 80, 42.680000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 90, 48.170000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 100, 53.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
