Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
7000, 50, 108.070000, 0.010000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 60, 157.870000, 1.000000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 70, 210.010000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 80, 262.130000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 90, 318.610000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 100, 366.560000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 1, 7.850000, 10.000000, 4.250000, 0.440000, 4.560000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 
8000, 10, 8.470000, 0.100000, 4.560000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 
8000, 20, 9.130000, 1.000000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 
8000, 30, 55.310000, 0.001000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 
8000, 40, 108.070000, 0.010000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 50, 157.870000, 1.000000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 60, 210.010000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 70, 262.130000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 80, 318.610000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 90, 366.560000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 100, 418.900000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 1, 8.470000, 0.100000, 4.560000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 
9000, 10, 9.130000, 1.000000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 
